-25	5	-35		0	1		0	1	0
-35	5	-25		1	0		0	1	0

-25	25	37		0	0		0	1	0
-35	5	37		1	0		0	1	0
-25	5	47		0	1		0	1	0


//Objekti v igri
//Skatla

//sprednja ploskev
0.2	0	0		0	0		0	0	-1
0	0	0		0	1		0	0	-1
0.2	0.2	0		1	0		0	0	-1

0.2	0.2	0		1	0		0	0	-1
0	0	0		0	1		0	0	-1
0	0.2	0		1	1		0	0	-1

//desna plockev
0	0	0		0	0		-1	0	0
0	0	0.2		0	1		-1	0	0
0	0.2	0		1	0		-1	0	0

0	0.2	0		1	0		-1	0	0
0	0	0.2		0	1		-1	0	0
0	0.2	0.2		1	1		-1	0	0

//	Zadnja ploskev
0	0	0.2		0	0		0	0	1
0.2	0	0.2		0	1		0	0	1
0	0.2	0.2		1	0		0	0	1

0	0.2	0.2		1	0		0	0	1
0.2	0	0.2		0	1		0	0	1
0.2	0.2	0.2		1	1		0	0	1

//Leva ploskev
0.2	0	0.2		0	0		1	0	0
0.2	0	0		0	1		1	0	0
0.2	0.2	0.2		1	0		1	0	0

0.2	0.2	0.2		1	0		1	0	0
0.2	0	0		0	1		1	0	0
0.2	0.2	0		1	1		1	0	0

//Spodnja ploskev
0.2	0	0.2		0	0		0	-1	0
0	0	0.2		0	1		0	-1	0
0.2	0	0		1	0		0	-1	0

0.2	0	0		1	0		0	-1	0
0	0	0.2		0	1		0	-1	0
0	0	0		1	1		0	-1	0

//Zgornja ploskev
0	0.2	0		0	0		0	1	0
0	0.2	0.2		0	1		0	1	0
0.2	0.2	0		1	0		0	1	0

0.2	0.2	0		1	0		0	1	0
0	0.2	0.2		0	1		0	1	0
0.2	0.2	0.2		1	1		0	1	0
